Input,Prediction,Target
pinthu,பின்து,பிந்து
oppanthaththil,ஒப்பத்ததததல்,ஒப்பந்தத்தில்
pathippiththa,பதிப்பித்த்,பதிப்பித்த
aruppukkottai,அருப்புக்க்க்ப்,அருப்புக்கோட்டை
panbaadum,பண்பாடும்,பண்பாடும்
jodha,ஜோத்்,ஜோதா
kalai,கலைய்,கலாய்
aadippoora,ஆடிப்போர்,ஆடிப்பூர
zoordan,டூர்டன்,ஜோர்டான்
ccameeo,க்சாம்,கேமியோ
uurvalamaaka,ஊர்வாாகக,ஊர்வலமாக
ezhuthukiren,எழுத்கின்ன்,எழுதுகிறேன்
anthantha,அந்தன்த,அந்தந்த
seithanar,செய்தன்ர,செய்தனா்
mikey,மிக்ய,மிக்கி
seyalpaduvathu,செயல்படுவது,செயல்படுவது
thanthiraththai,தந்திரததத்,தந்திரத்தை
sarathigal,சரதிகள்,சாரதிகள்
ethirkkatchi,எதிர்க்்ட்்்,எதிர்க்கட்சி
viththiyaasamaaga,வித்தியாயாா,வித்தியாசமாக
pulappaduththiyullaar,புலப்பட்த்திக்களள்்,புலப்படுத்தியுள்ளார்
rane,ரானன,ராணே
holloway,ஹோல்வியா,ஹாலோவே
harbour,ஹர்்போர்,ஹார்பர்
muyandraar,முயற்றிற்,முயன்றார்
foodworks,பூஸ்டிர்க்்,ஃபுட்வொர்க்ஸ்
tharasaa,தராா,தரஸா
dohrey,டோரோ்,டோஹ்ரே
needhimandraththai,நீதியா்ததததத,நீதிமன்றத்தை
sambrathaayamaana,சம்பமாதாாாா,சம்பிரதாயமான
ponnaiyum,பொன்னையும்,பொன்னையும்
mathiyaarasu,மதியரரர்,மத்தியஅரசு
vizhikkungaal,விழிக்குகளககள்,விழிக்குங்கால்
pilaikal,பிலைகள்,பிழைகள்
seruppaip,செருப்பிப்,செருப்பைப்
nagpur,நக்புர்,நாக்பூர்
nadappadhaga,நடப்பத்,நடப்பதாக
nisaan,நிசான்,நிசான்
latchaththirkum,லட்சத்துக்குு்,இலட்சத்திற்கும்
karumpalahaiyil,கரும்பபிலலலல்,கரும்பலகையில்
bhadauria,பாடாரிய,பதௌரியா
thala,தலா்,தள
oththuzhaikka,ஒத்துதைக்க,ஒத்துழைக்க
kulatthu,குலுதது,குளத்து
viluppuram,விலுப்புரும்,விழுப்புரம்
dhairiyam,திரியமம,தைரியம்
seiyyappattirunthu,செய்யப்பப்பட்ததத்ு்,செய்யப்பட்டிருந்து
muhammat,முமம்தத்,முஹம்மத்
tayaaraanathu,தயாராதத,தயாரானது
weter,வெட்ட்,வாட்டர்
needikkiradhu,நீடிக்குறது,நீடிக்கிறது
vanchi,வன்சி,வஞ்சி
innovation,இன்னோவன்ன்,இன்னோவேஷன்
sype,சிப்ப,சைப்
kaanbiththaar,கான்பித்ததத்,காண்பித்தார்
annapolis,அன்னப்பில்,அன்னாபோலிஸ்
roam,ரோம்,ரோம்
aster,சஸ்டேர்,ஆஸ்டெர்
arinthen,அரிந்தின்,அறிந்தேன்
sukku,சுக்கு,சுக்கு
veelchchiyilirunththu,வீள்செசியிருந்துத்,வீழ்ச்சியிலிருந்து
azhuththi,அழுத்தி,அழுத்தி
irunthirupadhagath,இருந்துர்்ததத்்,இருந்திருப்பதாகத்
koduthirupathaagavum,கொடுதிதாதததகககு்,கொடுத்திருப்பதாகவும்
random,ராட்டோ,ரேண்டம்
narala,நரலா்,நரலா
ipparavai,இப்பவவை,இப்பறவை
vanthiyaththaevan,வந்தியத்ததத்,வந்தியத்தேவன்
vikram,விக்ரமம,விக்ரம்
veedic,வீடிக்,வேதக்
bean,பீன்ன்,பீன்
mandham,மந்தம்,மந்தம்
ankeny,அங்கென்,அன்கேனி
maruththuvarai,மருத்துவவவ,மருத்துவரை
landanil,லண்டலில்,லண்டனில்
carr,கார்்,கார்
irundhadhillai,இருந்ததிலலல,இருந்ததில்லை
nobel,நோப்ல்,நோபல்
kudumbaththinarudan,குடும்பத்ததததனனன்,குடும்பத்தினருடன்
randolph,ராண்டல்்்,ரான்டால்ப்
kuuttankalukku,குட்டங்களுகுக்,கூட்டங்களுக்கு
nuraiyiiralil,நுறையிலில்்,நுரையீரலில்
irukkap,இருக்கப்,இருக்கப்
yavvithaththilum,வவ்திததததததும்,எவ்விதத்திலும்
bogie,போகிய,போகி
utpuramaaga,உட்புராாக,உட்புறமாக
mastek,மாட்டிக்,மாஸ்டெக்
ottagangal,ஒட்டங்கள்்,ஒட்டகங்கள்
poayinar,போயிரர்,போயினர்
ottaganggal,ஒட்டங்கள்்,ஒட்டகங்கள்
wheeling,விளில்க,வீலிங்
innalgal,இன்னா்கள்,இன்னல்கள்
echchil,எச்சில்,எச்சில்
tylar,திலர்,டைலர்
suuppirandu,சுப்பிடுனன்,சூப்பிரண்டு
hungaryyil,ஹுங்கரியிிிி,ஹங்கேரியில்
tamilarinar,தமிலரிர்்,தமிழறிஞர்
nun,நுன்ன்,நுண்
ippaadhai,இப்பாதை,இப்பாதை
alavukatandhtha,அலவுகட்ததத்,அளவுகடந்த
sei,செய்ன___________________,சேய்
khambhat,கா்்த்,கம்பட்
seiveerkal,செய்வேர்கள்,செய்வீர்கள்
sioux,சில்க்,சியோக்ஸ்
pirammam,பிரமமமம்,பிரம்மம்
longview,லோங்கிவி,லாங்வ்யூ
chalukiyargal,சலுகியர்கள்,சாளுக்கியர்கள்
thalaimaiyaetroor,தலைமையிற்ற்,தலைமையேற்றார்
padalankal,படலங்கள,படலங்கள்
niraivaaga,நிறைகாக,நிறைவாக
teamlease,தீம்லெெ்்,டீம்லீஸ்
baathai,பாதை,பாதை
nirvaagikalai,நிற்வாக்களை,நிர்வாகிகளை
paguthiyirukkiradhu,பகுதியிறுக்கிக்,பகுதியிருக்கிறது
kodooramaaka,கொறுராாக,கொடூரமாக
bapat,பாட்்,பாபட்
jadav,ஜடவா்,ஜாதவ்
adhirupthiyai,அதிருதியையை,அதிருப்தியை
urudhiyaana,உருதியான,உறுதியான
titagarh,திடத்கர,டிடாகர்
