Input,Prediction,Target
seiveerkal,செய்வீர்கள்,செய்வீர்கள்
sioux,சியோஸ்ஸ்,சியோக்ஸ்
pirammam,சிரம்மம்,பிரம்மம்
longview,சொங்கிவே,லாங்வ்யூ
chalukiyargal,சலுகியர்கள்,சாளுக்கியர்கள்
thalaimaiyaetroor,வலைமையேற்றூர்,தலைமையேற்றார்
padalankal,கடலங்கள்,படலங்கள்
niraivaaga,விறைவாக,நிறைவாக
teamlease,டேம்லேசேஸ,டீம்லீஸ்
baathai,சாதை,பாதை
nirvaagikalai,விர்வாகிகளை,நிர்வாகிகளை
paguthiyirukkiradhu,பகுதியிருக்கிறது,பகுதியிருக்கிறது
kodooramaaka,கொடூரமாக,கொடூரமாக
bapat,சபட்்,பாபட்
jadav,சேவவ,ஜாதவ்
adhirupthiyai,அதிருப்தியை,அதிருப்தியை
urudhiyaana,கருதியான,உறுதியான
titagarh,மிட்டகர்்_______________,டிடாகர்
kiits,சியிஸ்ஸ்,கீட்ஸ்
matheran,மதேரன்்,மதேரான்
lindaa,கிண்டா,லிண்டா
aachiramam,தச்சிரமம்,ஆசிரமம்
plyboards,பிளிபோர்ட்்ஸ்,பிளைபோர்ட்ஸ்
nadanthappattathu,வடந்தப்பட்டது,நடந்தப்பட்டது
pigmees,ஹிக்மீஸ்,பியார்
dhoranai,மோரனை,தோரணை
kondirukkavillai,கொண்டிருக்கவில்லை,கொண்டிருக்கவில்லை
semiththirunthaalum,செமித்திருந்தாலும்,சேமித்திருந்தாலும்
thagavalarindhu,வகவலரிந்து,தகவலறிந்து
priya,பிரிய,ப்ரியா
dumka,மும்கா__________________,தும்கா
aanaiyathil,அனையதில்,ஆணையத்தில்
apar,மபர்,அபர்
meesamsam,தீசம்ஸம்,மீசாம்சம்
magilnthu,வகில்ந்து,மகிழுந்து
seiyappattaar,செய்யப்பட்டார்,செய்யப்பட்டார்
erinththu,சரிந்து,எறிந்து
kulaththukku,குலத்துக்கு,குளத்துக்கு
kallattre,கல்லற்றே,கள்ளற்றே
vadamaerkil,மடமேற்கில்,வடமேற்கில்
icourt,டேககக்ட்்,ஐகோர்ட்
tandon,டாண்டனன,டாண்டன்
paduththu,கடுத்து,படுத்து
innichai,மன்ணிச்சை,இன்னிசை
dalhousie,மலலோசிச,டல்ஹௌசி
adhirstakkari,அதிர்ஸ்டக்்கரர__________,அதிர்ஷ்டக்காரி
niruththaththukkup,விருத்தத்துக்குப்,நிறுத்தத்துக்குப்
seiveergal,செய்வீர்கள்,செய்வீர்கள்
mauhammad,மாஹம்மட்்,முஹம்மத்
kkum,க்கும்,க்கும்
kothikkum,சொத்திக்கும்,கொதிக்கும்
golda,சோல்டா,கோல்ட்
baebal,சேபலல,பாபேல்
nanmaikalaip,வன்மைகளைப்,நன்மைகளைப்
pricol,ஹிரிகோல்,ப்ரிகால்
avadhippattu,வவதிப்பட்டு,அவதிப்பட்டு
sachan,சச்சன்்,ஸசன்
alazhagiyaana,வலழகியான,அழகியான
lindsey,கிண்ட்ஸேய_,லின்ட்ஸே
titaniuum,விட்டடியுமம,டைட்டானியம்
maembaalap,வேம்பாலப்,மேம்பாலப்
vatham,மதம்,வதம்
avenues,டவேனனுஸ,அவென்யூஸ்
koodukalil,கூடுகளில்,கூடுகளில்
mookkum,மூக்கும்,மூக்கும்
panakkarargal,கனக்கரர்கள்,பணக்காரர்கள்
deebanggal,வீபங்கள்,தீபங்கள்
koll,சோல்ல்,கொள்
bhansali,சான்சலி,பன்சாலி
washington,டாஷிங்டோன்,வாஷிங்டன்
kathua,கதுதா,கதுவா
podum,கொடும்,தள்ளிப்
shivagauri,சிவககுரர,சிவகௌரி
sentar,சென்டர்,சென்டர்
baangkaak,காங்காக்,பாங்காக்
pogavillai,பொகவில்லை,போகவில்லை
varavertrar,வரவேர்டரர்,வரவேற்றார்
hercules,செர்குலேஸ்,ஹெர்குலஸ்
nigazhvaiyum,விகழ்வையும்,நிகழ்வையும்
vakaikalai,மகைகளை,உணவு
neereatram,வீரேற்றம்,நீரேற்றம்
boise,சோய்ச்,போய்சே
kontirukka,கொண்டிருக்க,கொண்டிருக்க
baliyaanaar,சலியானார்,பலியானார்
kana,சனா,கண
vadakkin,இடக்கின்,வடக்கின்
koduppar,கொடுப்பர்,கொடுப்பார்
mukaththuvaaram,வுகத்துவாரம்,முகத்துவாரம்
vaakanaththai,வாகனத்தை,வாகனத்தை
ludheena,சுதீனா,லூதியானா
choluku,சொலுகு,சொல்லுக்கு
sonnargal,சொன்னர்கள்,சொன்னார்கள்
avamadhippadhaiyum,அவமதிப்பதையும்,அவமதிப்பதையும்
thokuppin,மொகுப்பின்,தொகுப்பின்
vijayapura,விஜயபுரர,விஜயபுரா
gooalie,சோலியே,கோலி
innalkal,அன்னல்கள்,இன்னல்கள்
annaattil,வன்னாட்டில்,அந்நாட்டில்
cherry,செர்ரி,செர்ரி
health,செல்த்,ஹெல்த்
maelmaruvaththoor,வேல்மருவத்தூர்,மேல்மருவத்தூர்
vagaigalai,வகைகளை,உணவு
sollungkal,சொல்லுங்கள்,சொல்லுங்கள்
qelvinn,செல்வின்ன்,கெல்வின்
chiirutai,சியிருடை,சீருடை
gaya,சயய,கயா
zuari,சாரி,ஜுவாரி
douglass,டாக்லாஸஸ,டக்ளஸ்
aatrtralaal,வற்றலால்,ஆற்றலால்
puunai,பூனை,பூனை
anuppiya,அனுப்பிய,அனுப்பிய
tharakkudiya,வரக்குடிய,தரக்கூடிய
vineedh,மினீத்,வினீத்
maxwell,மாக்வவலலல்,மேக்ஸ்வெல்
surrullaa,சுர்ருள்ளா,சுற்றுலா
aurora,அரோர,அரோரா
oadhi,பதிி____________________,ஓதி
